ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	SUBGROUP	FORM	SPANISH	TOKENS	VALUE	BORROWING	MORPHEMES	NOTE	SOURCE
4682	p i tʃ q a	1936	five	Curva	Quechua	pičqa	cinco	p i tʃ q a	pičqa				heggarty2005
4683	p i s q a	1936	five	Cuzco	Quechua	pisqa	cinco	p i s q a	pisqa				heggarty2005
4684	p i tʃ χ a	1936	five	CuzquenoAntiguo	Quechua	pichcca	cinco	p i tʃ χ a	pichcca				holguin1608
4685	p i tʃ q a	1936	five	Huallaga	Quechua	pičqa	cinco	p i tʃ q a	pičqa				heggarty2005
4686	p i tʃ ʔ a	1936	five	Huanca	Quechua	pichqa	cinco	p i tʃ ʔ a	pichqa				cerron1976
4687	pʰ i tʃ q a	319	five	Huancane	Aymara	phičqa	cinco	pʰ i tʃ q a	phičqa				heggarty2005
4688	p i tʃ q a	1936	five	Huangascar	Quechua	pichqa	cinco	p i tʃ q a	pichqa				shimelman2017
4689	p i ts q a	1936	five	HuarazHuailas	Quechua	pitsqa	cinco	p i ts q a	pitsqa				parkerchavez1976
4690	p i ʃ k a	1936	five	Imbabura	Quechua	pishka	cinco	p i ʃ k a	pishka				gomez2009
4691	s i n k o	1937	five	Inkawasi	Quechua	cinco	cinco	s i n k o	cinco	esp			heggarty2005
4692	t a s k n u: k u:	1938	five	Iruhito	Uru-Chipaya	tasknú:ku:	cinco	t a s k n u: k u:	tasknú:ku:				cerron2016
4693	p i tʃ q a	319	five	Jaqaru	Aymara	pičqa	cinco	p i tʃ q a	pičqa				heggarty2005
4694	p i tʃ q a	319	five	Kawki	Aymara	pičqa	cinco	p i tʃ q a	pičqa				heggarty2005
4695	p i tʃ k a	1936	five	Lamas	Quechua	pichka	cinco	p i tʃ k a	pichka				taylor2006
4696	p i tʃ q a	1936	five	Laraos	Quechua	pičqa	cinco	p i tʃ q a	pičqa				heggarty2005
4697	p i tʃ q a	1936	five	Lincha-Tana	Quechua	pichqa	cinco	p i tʃ q a	pichqa				shimelman2017
4698	p i ʃ q a	1936	five	Maragua	Quechua	pišqa	cinco	p i ʃ q a	pišqa				heggarty2005
4699	p i tʃ k a	1936	five	Napo	Quechua	pichca	cinco	p i tʃ k a	pichca				orrwrisley1981
4700	p i s ʁ a	1936	five	Pacaraos	Quechua	pisqa	cinco	p i s ʁ a	pisqa				adelaar1982
4701	p i tʃ k a	1936	five	Pastaza	Quechua	pichca	cinco	p i tʃ k a	pichca				landerman1973
4702	pʰ i ʃ ʁ a	1936	five	Pocona	Quechua	phišγa	cinco	pʰ i ʃ ʁ a	phišγa				heggarty2005
4703	p i tʃ q a	319	five	Puki	Aymara	pičqa	cinco	p i tʃ q a	pičqa				heggarty2005
4704	p i s q a	1936	five	Puno	Quechua	pisqa	cinco	p i s q a	pisqa				heggarty2005
4705	p i tʃ k a	1936	five	Putumayo	Quechua	pichca	cinco	p i tʃ k a	pichca				tandioy1978
4706	p i ts q a	1936	five	Raimondi	Quechua	pitsqa	cinco	p i ts q a	pitsqa				parkerchavez1976
4707	p i tʃ q a	1936	five	SanPedro	Quechua	pichqa	cinco	p i tʃ q a	pichqa				shimelman2017
4708	p i ʃ q a	1936	five	Santiagueno	Quechua	pishqa	cinco	p i ʃ q a	pishqa			in disuse because of vulgar connotation	juanatey2021
4709	p i χ k a	1936	five	SantoTomas	Quechua	pixca	cinco	p i χ k a	pixca				santotomas1951
4710	p i tʃ k a	1936	five	Serena	Quechua	pička	cinco	p i tʃ k a	pička				heggarty2005
4711	pʰ i s q a	319	five	Sullkatiti	Aymara	phisqa	cinco	pʰ i s q a	phisqa				heggarty2005
4712	p i s q a	1936	five	Taquile	Quechua	pisqa	cinco	p i s q a	pisqa				heggarty2005
4713	p i tʃ χ a	1936	five	Tarma	Quechua	pičxa	cinco	p i tʃ χ a	pičxa				adelaar1977
4714	p i tʃ k a	1936	five	Troje	Quechua	pička	cinco	p i tʃ k a	pička				heggarty2005
4715	t a s - n u: - -	1938	five	Tsimu	Uru-Chipaya	tásnu:	cinco	t a s n u:	tásnu:				cerron2016
4716	p i ts q a	1936	five	Wari	Quechua	pitsqa	cinco	p i ts q a	pitsqa				parkerchavez1976
4717	p i ts q a	1936	five	Yanac	Quechua	pitsqa	cinco	p i ts q a	pitsqa				heggarty2005
4718	p i tʃ i n - -	257	bird	Anonimo	Quechua	pichin	pájaro	p i tʃ i n	piʃco, pichin				valera1586
4719	p i ʃ q o	256	bird	Apuri	Quechua	pishqu	pájaro	p i ʃ q o	pishqu				shimelman2017
4720	p i tʃ i n k o	257	bird	Apurimac	Quechua	pichinko	pájaro	p i tʃ i n k o	pichinko				camacho2007
4721	p i s q o	256	bird	Apurimac	Quechua	pisqo	pájaro	p i s q o	pisqo				camacho2007
4722	u r p i t u	45	bird	Apurimac	Quechua	urpitu	pájaro	u r p i t u	urpitu				camacho2007
4723	p i s χ u	256	bird	Arma	Quechua	pisqu	pájaro	p i s χ u	pisqu				galvez2003
4724	p i tʃ i w s a	363	bird	Atalla	Quechua	pičiwsa	pájaro	p i tʃ i w s a	pičiwsa				heggarty2005
4725	u ɾ p i t u	45	bird	Ayacucho	Quechua	urpitu	pájaro	u ɾ p i t u	urpitu, pisqo				soto1976
4726	p i s χ o	256	bird	Ayacucho	Quechua	pisqo	pájaro	p i s χ o	urpitu, pisqo				soto1976
4727	p i ʃ k u	256	bird	Bobonaza	Quechua	pishcu	pájaro	p i ʃ k u	pishcu				orrwrisley1981
4728	p i ʃ q o	256	bird	Cacra-Hongos	Quechua	pishqu	pájaro	p i ʃ q o	pishqu				shimelman2017
4729	p i ʃ k u	256	bird	Chachapoyas	Quechua	pishku	pájaro	p i ʃ k u	pishku				taylor2006
4730	- - tʃ a n k i s -	43	bird	Chacpar	Quechua	čankis	pájaro	tʃ a n k i s	čankis				heggarty2005
4731	p i ʃ ʁ u	256	bird	Chetilla	Quechua	pišγu	pájaro	p i ʃ ʁ u	pišγu				heggarty2005
4732	w e z - - - - l a	42	bird	Chipaya	Uru-Chipaya	wezla	pájaro	w e z l a	wezla				heggarty2005
4733	pʼ i s q u	256	bird	Curva	Quechua	p'isqu	pájaro	pʼ i s q u	p'isqu				heggarty2005
4734	p i tʃ i n k u	257	bird	Cuzco	Quechua	pičinku	pájaro	p i tʃ i n k u	pičinku, pičinchu				heggarty2005
4735	p i tʃ i n kʰ u	257	bird	Cuzco	Quechua	pičinchu	pájaro	p i tʃ i n kʰ u	pičinku, pičinchu				heggarty2005
4736	p i tʃ i - - u	257	bird	CuzquenoAntiguo	Quechua	ppichiu	pájaro	p i tʃ i u	ppichiu, piʃco				holguin1608
4737	p i s k u	256	bird	CuzquenoAntiguo	Quechua	piʃco	pájaro	p i s k u	ppichiu, piʃco				holguin1608
4738	p i ʃ q u	256	bird	Huallaga	Quechua	pišqu	pájaro	p i ʃ q u	pišqu				heggarty2005
4739	p i ʃ ʔ u	256	bird	Huanca	Quechua	pishqu	pájaro	p i ʃ ʔ u	pishqu				cerron1976
4740	h a m a tʃʼ i	258	bird	Huancane	Aymara	hamač'i	pájaro	h a m a tʃʼ i	hamač'i				heggarty2005
4741	p i ʃ q o	256	bird	Huangascar	Quechua	pishqu	pájaro	p i ʃ q o	pishqu				shimelman2017
4742	p i ʃ q u	256	bird	HuarazHuailas	Quechua	pishqu	pájaro	p i ʃ q u	pishqu				parkerchavez1976
4743	p i ʃ k u	256	bird	Imbabura	Quechua	pishku	pájaro	p i ʃ k u	pishku				gomez2009
4744	k u r u	7717	bird	Inkawasi	Quechua	kuru	pájaro	k u r u	kuru				heggarty2005
4745	pʰ - tʃ i: n tʃ a	283	bird	Iruhito	Uru-Chipaya	pʰtší:ntša	pájaro	pʰ tʃ i: n tʃ a	pʰtší:ntša				cerron2016
4746	tʃʼ i p i	260	bird	Jaqaru	Aymara	č'ipi	pájaro	tʃʼ i p i	č'ipi				heggarty2005
4747	tʃʼ i p i	260	bird	Kawki	Aymara	č'ipi	pájaro	tʃʼ i p i	č'ipi				heggarty2005
4748	p i ʃ k u	256	bird	Lamas	Quechua	pishku	pájaro	p i ʃ k u	pishku				taylor2006
4749	p i ʃ q u	256	bird	Laraos	Quechua	pišqu	pájaro	p i ʃ q u	pišqu				heggarty2005
4750	p i ʃ q o	256	bird	Lincha-Tana	Quechua	pishqu	pájaro	p i ʃ q o	pishqu				shimelman2017
4751	pʼ i s q u	256	bird	Maragua	Quechua	p'isqu	pájaro	pʼ i s q u	p'isqu				heggarty2005
4752	p i ʃ k u	256	bird	Napo	Quechua	pishcu	pájaro	p i ʃ k u	pishcu				orrwrisley1981
4753	p i ʃ χ o	256	bird	Pacaraos	Quechua	pishqu	pájaro	p i ʃ χ o	pishqu				adelaar1982
4754	p i ʃ k u	256	bird	Pastaza	Quechua	pishcu	pájaro	p i ʃ k u	pishcu				landerman1973
4755	pʼ i s ʁ u	256	bird	Pocona	Quechua	p'isγu	pájaro	pʼ i s ʁ u	p'isγu				heggarty2005
4756	h a m a tʃʼ i	258	bird	Puki	Aymara	hamač'i	pájaro	h a m a tʃʼ i	hamač'i				heggarty2005
4757	pʼ i s q u	256	bird	Puno	Quechua	p'isqu	pájaro	pʼ i s q u	p'isqu				heggarty2005
4758	p i s k u	256	bird	Putumayo	Quechua	piscu	pájaro	p i s k u	piscu				tandioy1978
4759	p i ʃ q u	256	bird	Raimondi	Quechua	pishqu	pájaro	p i ʃ q u	pishqu				parkerchavez1976
4760	p i ʃ q o	256	bird	SanPedro	Quechua	pishqu	pájaro	p i ʃ q o	pishqu				shimelman2017
4761	p i ʃ q o	256	bird	Santiagueno	Quechua	pishqo	pájaro	p i ʃ q o	pishqo			in disuse, vulgar connotation.	juanatey2021
4762	p i s k o	256	bird	SantoTomas	Quechua	pisco	pájaro	p i s k o	pisco				santotomas1996
4763	p i ʃ k u	256	bird	Serena	Quechua	pišku	pájaro	p i ʃ k u	pišku				heggarty2005
4764	h a m a tʃʼ i	258	bird	Sullkatiti	Aymara	hamač'i	pájaro	h a m a tʃʼ i	hamač'i				heggarty2005
4765	pʼ i s q u	256	bird	Taquile	Quechua	p'isqu	pájaro	pʼ i s q u	p'isqu				heggarty2005
4766	p i ʃ χ o	256	bird	Tarma	Quechua	pišxu	pájaro	p i ʃ χ o	pišxu				adelaar1977
4767	p i ʃ k u	256	bird	Troje	Quechua	pišku	pájaro	p i ʃ k u	pišku				heggarty2005
4768	- - tʃ i: n tʃ a	283	bird	Tsimu	Uru-Chipaya	tší:ntša	pájaro	tʃ i: n tʃ a	tší:ntša				cerron2016
4769	p i ʃ q u	256	bird	Wari	Quechua	pishqu	pájaro	p i ʃ q u	pishqu				parkerchavez1976
4770	p i ʃ q u	256	bird	Yanac	Quechua	pišqu	pájaro	p i ʃ q u	pišqu				heggarty2005
4771	k u r u	7717	worm	Anonimo	Quechua	curu	gusano	k u r u	curu				valera1586
4772	- u ɾ u	7717	worm	Apuri	Quechua	uru	gusano	u ɾ u	uru				shimelman2017
4774	- u r u	7717	worm	Apurimac	Quechua	uru	gusano	u r u	uru				camacho2007
4776	- u ɾ u	7717	worm	Arma	Quechua	uru	gusano	u ɾ u	uru				galvez2003
4777	k u r u	7717	worm	Atalla	Quechua	kuru	gusano	k u r u	kuru				heggarty2005
4778	- u ɾ u	7717	worm	Ayacucho	Quechua	uru	gusano	u ɾ u	uru				soto1976
4779	k u r u	7717	worm	Bobonaza	Quechua	curu	gusano	k u r u	curu				orrwrisley1981
4780	- u l u	7717	worm	Cacra-Hongos	Quechua	uru	gusano	u l u	uru				shimelman2017
4781	k u r u	7717	worm	Chachapoyas	Quechua	kuru	gusano	k u r u	kuru				taylor2006
4782	k u r u	7717	worm	Chacpar	Quechua	kuru	gusano	k u r u	kuru				heggarty2005
4783	k u r u	7717	worm	Chetilla	Quechua	kuru	gusano	k u r u	kuru				heggarty2005
4784	l a qʼ u	33	worm	Chipaya	Uru-Chipaya	laq'u	gusano	l a qʼ u	laq'u				heggarty2005
4785	k u r u	7717	worm	Curva	Quechua	kuru	gusano	k u r u	kuru				heggarty2005
4786	k u r u	7717	worm	Cuzco	Quechua	kuru	gusano	k u r u	kuru				heggarty2005
4787	k u r u	7717	worm	CuzquenoAntiguo	Quechua	curu	gusano	k u r u	curu				holguin1608
4788	k u r u	7717	worm	Huallaga	Quechua	kuru	gusano	k u r u	kuru				heggarty2005
4789	k u l u	7717	worm	Huanca	Quechua	kulu	gusano	k u l u	kulu				cerron2018
4790	l a qʼ u	33	worm	Huancane	Aymara	laq'u	gusano	l a qʼ u	laq'u				heggarty2005
4791	- u ɾ u	7717	worm	Huangascar	Quechua	uru	gusano	u ɾ u	uru				shimelman2017
4792	k u ɾ u	7717	worm	HuarazHuailas	Quechua	kuru	gusano	k u ɾ u	kuru				parkerchavez1976
4793	k ui k a	20	worm	Imbabura	Quechua	kuika	gusano	k ui k a	kuika				gomez2009
4794	ɲ u ʃ i	39	worm	Inkawasi	Quechua	ñuši	gusano	ɲ u ʃ i	ñuši				heggarty2005
4795	k u tʃ i:	41	worm	Iruhito	Uru-Chipaya	kútši:	gusano	k u tʃ i:	kútši:				cerron2016
4796	ɲ i qʼ u	7718	worm	Jaqaru	Aymara	ñiq'u	gusano	ɲ i qʼ u	ñiq'u				heggarty2005
4797	ɲ i qʼ u	7718	worm	Kawki	Aymara	ñiq'u	gusano	ɲ i qʼ u	ñiq'u				heggarty2005
4798	k u r u	7717	worm	Lamas	Quechua	kuru	gusano	k u r u	kuru				taylor2006
4799	k u r u	7717	worm	Laraos	Quechua	kuru	gusano	k u r u	kuru				heggarty2005
4800	- u ɾ u	7717	worm	Lincha-Tana	Quechua	uru	gusano	u ɾ u	uru				shimelman2017
4801	kʰ u r u	7717	worm	Maragua	Quechua	khuru	gusano	kʰ u r u	khuru				heggarty2005
4802	k u r u	7717	worm	Napo	Quechua	curu	gusano	k u r u	curu				orrwrisley1981
4803	k u ɾ u	7717	worm	Pacaraos	Quechua	kuru	gusano	k u ɾ u	kuru				adelaar1982
4804	k u r u	7717	worm	Pastaza	Quechua	curu	gusano	k u r u	curu				landerman1973
4805	kʰ u r u	7717	worm	Pocona	Quechua	khuru	gusano	kʰ u r u	khuru				heggarty2005
4806	l a qʼ u	33	worm	Puki	Aymara	laq'u	gusano	l a qʼ u	laq'u				heggarty2005
4807	k u r u	7717	worm	Puno	Quechua	kuru	gusano	k u r u	kuru				heggarty2005
4808	k u r u	7717	worm	Putumayo	Quechua	curu	gusano	k u r u	curu				tandioy1978
4809	k u ɾ u	7717	worm	Raimondi	Quechua	kuru	gusano	k u ɾ u	kuru				parkerchavez1976
4810	- u ɾ u	7717	worm	SanPedro	Quechua	uru	gusano	u ɾ u	uru				shimelman2017
4811	k u ɾ u	7717	worm	Santiagueno	Quechua	kuru	gusano	k u ɾ u	kuru				juanatey2021
4812	k u r o	7717	worm	SantoTomas	Quechua	curo	gusano	k u r o	curo				santotomas1951
4813	k u r u	7717	worm	Serena	Quechua	kuru	gusano	k u r u	kuru				heggarty2005
4814	l a qʼ u	33	worm	Sullkatiti	Aymara	laq'u	gusano	l a qʼ u	laq'u				heggarty2005
4815	k u r u	7717	worm	Taquile	Quechua	kuru	gusano	k u r u	kuru				heggarty2005
4816	k u ɾ u	7717	worm	Tarma	Quechua	kuru	gusano	k u ɾ u	kuru				adelaar1977
4817	kʰ u r u	7717	worm	Troje	Quechua	khuru	gusano	kʰ u r u	khuru				heggarty2005
4818	k uː ds i	41	worm	Tsimu	Uru-Chipaya	kú:dži	gusano	k uː ds i	kú:dži				cerron2016
4819	k u ɾ u	7717	worm	Wari	Quechua	kuru	gusano	k u ɾ u	kuru				parkerchavez1976
4820	k u r u	7717	worm	Yanac	Quechua	kuru	gusano	k u r u	kuru				heggarty2005
4821	u s a	3790	louse	Anonimo	Quechua	vça	piojo	u s a	vça				valera1586
4822	u s a	3790	louse	Apuri	Quechua	usa	piojo	u s a	usa				shimelman2017
4823	u s a	3790	louse	Apurimac	Quechua	usa	piojo	u s a	usa				camacho2007
4824	u s a	3790	louse	Arma	Quechua	usa	piojo	u s a	usa				galvez2003
4825	u s a	3790	louse	Atalla	Quechua	usa	piojo	u s a	usa				heggarty2005
4826	u s a	3790	louse	Ayacucho	Quechua	usa	piojo	u s a	usa				soto1976
4827	u s a	3790	louse	Bobonaza	Quechua	usa	piojo	u s a	usa				orrwrisley1981
4828	u s a	3790	louse	Cacra-Hongos	Quechua	usa	piojo	u s a	usa				shimelman2017
4829	u s a	3790	louse	Chachapoyas	Quechua	usa	piojo	u s a	usa				taylor2006
4830	u w a	3790	louse	Chacpar	Quechua	uwa	piojo	u w a	uwa				heggarty2005
4831	u s a	3790	louse	Chetilla	Quechua	usa	piojo	u s a	usa				heggarty2005
4832	s a m i	3792	louse	Chipaya	Uru-Chipaya	sami	piojo	s a m i	sami				heggarty2005
4833	u s a	3790	louse	Curva	Quechua	usa	piojo	u s a	usa				heggarty2005
4834	u s a	3790	louse	Cuzco	Quechua	usa	piojo	u s a	usa				heggarty2005
4835	u s a	3790	louse	CuzquenoAntiguo	Quechua	vça	piojo	u s a	vça				holguin1608
4836	u s a	3790	louse	Huallaga	Quechua	usa	piojo	u s a	usa				heggarty2005
4837	u s a	3790	louse	Huanca	Quechua	usa	piojo	u s a	usa				cerron2018
4839	l a pʼ a	3793	louse	Huancane	Aymara	lap'a	piojo	l a pʼ a	lap'a				heggarty2005
4840	u s a	3790	louse	Huangascar	Quechua	usa	piojo	u s a	usa				shimelman2017
4841	u x a	3790	louse	HuarazHuailas	Quechua	uha	piojo	u x a	uha				parkerchavez1976
4842	u s a	3790	louse	Imbabura	Quechua	usa	piojo	u s a	usa				gomez2009
4843	l i s u	22	louse	Inkawasi	Quechua	lisu	piojo	l i s u	lisu, lišu				heggarty2005
4844	l i ʃ u	22	louse	Inkawasi	Quechua	lišu	piojo	l i ʃ u	lisu, lišu				heggarty2005
4845	s a: m i	3792	louse	Iruhito	Uru-Chipaya	sá:mi	piojo	s a: m i	sá:mi				cerron2016
4846	n a pʼ a	3793	louse	Jaqaru	Aymara	nap'a	piojo	n a pʼ a	nap'a				heggarty2005
4847	n a pʼ a	3793	louse	Kawki	Aymara	nap'a	piojo	n a pʼ a	nap'a				heggarty2005
4848	u s a	3790	louse	Lamas	Quechua	usa	piojo	u s a	usa				taylor2006
4849	u s a	3790	louse	Laraos	Quechua	usa	piojo	u s a	usa				heggarty2005
4850	u s a	3790	louse	Lincha-Tana	Quechua	usa	piojo	u s a	usa				shimelman2017
4851	u s a	3790	louse	Maragua	Quechua	usa	piojo	u s a	usa				heggarty2005
4852	u s a	3790	louse	Napo	Quechua	usa	piojo	u s a	usa				orrwrisley1981
4853	u w a	3790	louse	Pacaraos	Quechua	uwa	piojo	u w a	uwa				adelaar1982
4854	u s a	3790	louse	Pastaza	Quechua	usa	piojo	u s a	usa				landerman1973
4855	u s a	3790	louse	Pocona	Quechua	usa	piojo	u s a	usa				heggarty2005
4856	l a pʼ a	3793	louse	Puki	Aymara	lap'a	piojo	l a pʼ a	lap'a				heggarty2005
4857	u s a	3790	louse	Puno	Quechua	usa	piojo	u s a	usa				heggarty2005
4858	u s a	3790	louse	Putumayo	Quechua	usa	piojo	u s a	usa				tandioy1978
4859	u s a	3790	louse	SanPedro	Quechua	usa	piojo	u s a	usa				shimelman2017
4860	u s a	3790	louse	Santiagueno	Quechua	usa	piojo	u s a	usa				juanatey2021
4861	u s a	3790	louse	SantoTomas	Quechua	vʃʃa	piojo	u s a	vʃʃa, moti, ocça				santotomas1951
4862	m o t i	3795	louse	SantoTomas	Quechua	moti	piojo	m o t i	vʃʃa, moti, ocça				santotomas1951
4863	o k s a	9	louse	SantoTomas	Quechua	ocça	piojo	o k s a	vʃʃa, moti, ocça				santotomas1951
4864	u s a	3790	louse	Serena	Quechua	usa	piojo	u s a	usa				heggarty2005
4865	l a pʼ a	3793	louse	Sullkatiti	Aymara	lap'a	piojo	l a pʼ a	lap'a				heggarty2005
4866	u s a	3790	louse	Taquile	Quechua	usa	piojo	u s a	usa				heggarty2005
4867	u w a	3790	louse	Tarma	Quechua	uwa	piojo	u w a	uwa				adelaar1977
4868	u s a	3790	louse	Troje	Quechua	usa	piojo	u s a	usa				heggarty2005
4869	- - - s a n	24	louse	Tsimu	Uru-Chipaya	sán	piojo	s a n	sán			ish en superscript	cerron2016
4870	u w a	3790	louse	Wari	Quechua	uwa	piojo	u w a	uwa				parkerchavez1976
4871	u s a	3790	louse	Yanac	Quechua	usa	piojo	u s a	usa				heggarty2005
4872	r u n t u	1407	egg	Anonimo	Quechua	runtu	huevo	r u n t u	runtu			ruru (Chin.)	valera1586
4873	ɾ u n t u	1407	egg	Apuri	Quechua	runtu	huevo	ɾ u n t u	runtu				shimelman2017
4874	r u n t u	1407	egg	Apurimac	Quechua	runtu	huevo	r u n t u	runtu				camacho2007
4875	ɾ u n t u	1407	egg	Arma	Quechua	runtu	huevo	ɾ u n t u	runtu				galvez2003
4876	r u n t u	1407	egg	Atalla	Quechua	runtu	huevo	r u n t u	runtu				heggarty2005
4877	ɾ u n t u	1407	egg	Ayacucho	Quechua	runtu	huevo	ɾ u n t u	runtu				soto1976
4878	l u l u n	364	egg	Bobonaza	Quechua	lulun	huevo	l u l u n	lulun				orrwrisley1981
4879	l u n t u	1407	egg	Cacra-Hongos	Quechua	runtu	huevo	l u n t u	runtu				shimelman2017
4880	r u n d u	1407	egg	Chachapoyas	Quechua	runtu	huevo	r u n d u	runtu				taylor2006
4881	r u n t u	1407	egg	Chacpar	Quechua	runtu	huevo	r u n t u	runtu				heggarty2005
4882	r u r u	205	egg	Chetilla	Quechua	ruru	huevo	r u r u	ruru				heggarty2005
4883	z i ɲ i	18	egg	Chipaya	Uru-Chipaya	ziñi	huevo	z i ɲ i	ziñi				heggarty2005
4884	r u n t u	1407	egg	Curva	Quechua	runtu	huevo	r u n t u	runtu				heggarty2005
4885	r u n t u	1407	egg	Cuzco	Quechua	runtu	huevo	r u n t u	runtu				heggarty2005
4886	r u n t u	1407	egg	CuzquenoAntiguo	Quechua	runtu	huevo	r u n t u	runtu				holguin1608
4887	r u n t u	1407	egg	Huallaga	Quechua	runtu	huevo	r u n t u	runtu				heggarty2005
4888	l u n t u	1407	egg	Huanca	Quechua	luntu	huevo	l u n t u	luntu				cerron2018
4889	kʼ a w n - a	1410	egg	Huancane	Aymara	k'awna	huevo	kʼ a w n a	k'awna, k'anwa				heggarty2005
4890	kʼ a - n w a	1410	egg	Huancane	Aymara	k'anwa	huevo	kʼ a n w a	k'awna, k'anwa				heggarty2005
4891	ɾ u n t u	1407	egg	Huangascar	Quechua	runtu	huevo	ɾ u n t u	runtu				shimelman2017
4892	ɾ u ɾ u	205	egg	HuarazHuailas	Quechua	ruru	huevo	ɾ u ɾ u	ruru				parkerchavez1976
4893	l u l u n	364	egg	Imbabura	Quechua	lulun	huevo	l u l u n	lulun				gomez2009
4894	r̝ u n d u	1407	egg	Inkawasi	Quechua	řundu	huevo	r̝ u n d u	řundu				heggarty2005
4895	ʃ i ɲ i	18	egg	Iruhito	Uru-Chipaya	shíñi	huevo	ʃ i ɲ i	shíñi				cerron2016
4896	n u r u -	320	egg	Jaqaru	Aymara	nuru	huevo	n u r u	nuru				heggarty2005
4897	kʼ a w n - a	1410	egg	Kawki	Aymara	k'awna	huevo	kʼ a w n a	k'awna				heggarty2005
4898	r u n d u	1407	egg	Lamas	Quechua	runtu	huevo	r u n d u	runtu				taylor2006
4899	r u n t u	1407	egg	Laraos	Quechua	runtu	huevo	r u n t u	runtu				heggarty2005
4900	l u n t u	1407	egg	Lincha-Tana	Quechua	runtu	huevo	l u n t u	runtu				shimelman2017
4901	r̝ u n t u	1407	egg	Maragua	Quechua	řuntu	huevo	r̝ u n t u	řuntu				heggarty2005
4902	l u l u n	364	egg	Napo	Quechua	lulun	huevo	l u l u n	lulun				orrwrisley1981
4903	ɾ u ɾ u	205	egg	Pacaraos	Quechua	ruru	huevo	ɾ u ɾ u	ruru				adelaar1982
4904	l u l u n	364	egg	Pastaza	Quechua	lulun	huevo	l u l u n	lulun				landerman1973
4905	r̝ u n t u	1407	egg	Pocona	Quechua	řuntu	huevo	r̝ u n t u	řuntu				heggarty2005
4906	kʼ a - n w a	1410	egg	Puki	Aymara	k'anwa	huevo	kʼ a n w a	k'anwa				heggarty2005
4907	r u n t u	1407	egg	Puno	Quechua	runtu	huevo	r u n t u	runtu				heggarty2005
4908	ɾ u ɲ t u	1407	egg	Raimondi	Quechua	ruru	huevo	ɾ u ɲ t u	ruru				parkerchavez1976
4909	ɾ u n t u	1407	egg	SanPedro	Quechua	runtu	huevo	ɾ u n t u	runtu				shimelman2017
4910	ɾ u n t u	1407	egg	Santiagueno	Quechua	runtu	huevo	ɾ u n t u	runtu				juanatey2021
4911	r u n t o	1407	egg	SantoTomas	Quechua	runto	huevo	r u n t o	runto, ruro				santotomas1951
4912	r u r o	205	egg	SantoTomas	Quechua	ruro	huevo	r u r o	runto, ruro				santotomas1951
4913	l u l u n	364	egg	Serena	Quechua	lulun	huevo	l u l u n	lulun				heggarty2005
4914	kʼ a w n - a	1410	egg	Sullkatiti	Aymara	k'awna	huevo	kʼ a w n a	k'awna, k'anwa				heggarty2005
4915	kʼ a - n w a	1410	egg	Sullkatiti	Aymara	k'anwa	huevo	kʼ a n w a	k'awna, k'anwa				heggarty2005
4916	r u n t u	1407	egg	Taquile	Quechua	runtu	huevo	r u n t u	runtu				heggarty2005
4917	ʐ u ɾ u	205	egg	Tarma	Quechua	ruru	huevo	ʐ u ɾ u	ruru				adelaar1977
4918	l u l u n	364	egg	Troje	Quechua	lulun	huevo	l u l u n	lulun				heggarty2005
4919	s i: ɲ a	18	egg	Tsimu	Uru-Chipaya	sí:ña	huevo	s i: ɲ a	sí:ña				cerron2016
4920	ɾ u ɲ t u	1407	egg	Wari	Quechua	runtu	huevo	ɾ u ɲ t u	runtu				parkerchavez1976
4921	r u n t u	1407	egg	Yanac	Quechua	runtu	huevo	r u n t u	runtu				heggarty2005
4922	w a k r a	3166	horn	Anonimo	Quechua	huacra	cuerno	w a k r a	huacra				valera1586
4923	w a q ɾ a	3166	horn	Apuri	Quechua	waqra	cuerno	w a q ɾ a	waqra				shimelman2017
4924	w a q r a	3166	horn	Apurimac	Quechua	waqra	cuerno	w a q r a	waqra				camacho2007
4925	w a χ ɾ a	3166	horn	Arma	Quechua	waqra	cuerno	w a χ ɾ a	waqra				galvez2003
4926	w a χ r a	3166	horn	Atalla	Quechua	waχra	cuerno	w a χ r a	waχ(ə)ra				heggarty2005
4927	w a χ ɾ a	3166	horn	Ayacucho	Quechua	waqra	cuerno	w a χ ɾ a	waqra				soto1976
4928	k a tʃ u	3167	horn	Bobonaza	Quechua	cachu	cuerno	k a tʃ u	cachu	esp			orrwrisley1981
4929	w a q l a	3166	horn	Cacra-Hongos	Quechua	waqra	cuerno	w a q l a	waqra				shimelman2017
4930	w a k r a	3166	horn	Chachapoyas	Quechua	wakra	cuerno	w a k r a	wakra				taylor2006
4931	w a ʁ r a	3166	horn	Chacpar	Quechua	waγra	cuerno	w a ʁ r a	waγ(ə)ra				heggarty2005
4932	w a q r a	3166	horn	Chetilla	Quechua	waqra	cuerno	w a q r a	waqra				heggarty2005
4933	t o - - - tʰ i	13	horn	Chipaya	Uru-Chipaya	tothi	cuerno	t o tʰ i	tothi; irqi				heggarty2005
4934	i r q i	3168	horn	Chipaya	Uru-Chipaya	irqi	cuerno	i r q i	tothi; irqi				heggarty2005
4935	w a χ r a	3166	horn	Curva	Quechua	waχra	cuerno	w a χ r a	waχra				heggarty2005
4936	w a χ r a	3166	horn	Cuzco	Quechua	waχra	cuerno	w a χ r a	waχra				heggarty2005
