ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Borrowing,Partial_Cognacy
Ayacucho-34_neck-1,,Ayacucho,34_neck,kunka,kunka,k u n k a,,soto1976,550,,,,,4367
Bobonaza-34_neck-1,,Bobonaza,34_neck,cunga,cunga,k u n g a,,orrwrisley1981,550,,,,,4367
Cacra-Hongos-34_neck-1,,Cacra-Hongos,34_neck,kunka,kunka,k u n k a,,shimelman2017,550,,,,,4367
Chachapoyas-34_neck-1,,Chachapoyas,34_neck,kunka,kunka,k u n g a,,taylor2006,550,,,,,4367
Chacpar-34_neck-1,,Chacpar,34_neck,kunka,kunka,k u n k a,,heggarty2005,550,,,,,4367
Chetilla-34_neck-1,,Chetilla,34_neck,kunga,kunga,k u n g a,,heggarty2005,550,,,,,4367
Chipaya-34_neck-1,,Chipaya,34_neck,"qwazi, qazi",qwazi,q w a z i,,heggarty2005,551,,,,,4368
Chipaya-34_neck-2,,Chipaya,34_neck,"qwazi, qazi",qazi,q a z i,,heggarty2005,551,,,,,4368
Curva-34_neck-1,,Curva,34_neck,kunka,kunka,k u n k a,,heggarty2005,550,,,,,4367
Cuzco-34_neck-1,,Cuzco,34_neck,kunka,kunka,k u n k a,,heggarty2005,550,,,,,4367
CuzquenoAntiguo-34_neck-1,,CuzquenoAntiguo,34_neck,cunca,cunca,k u n k a,,holguin1608,550,,,,,4367
Huallaga-34_neck-1,,Huallaga,34_neck,kunka,kunka,k u n k a,,heggarty2005,550,,,,,4367
Huanca-34_neck-1,,Huanca,34_neck,kunka,kunka,k u n k a,,cerron2018,550,,,,,4367
Huancane-34_neck-1,,Huancane,34_neck,kunka,kunka,k u n k a,,heggarty2005,366,,,,,308
Huangascar-34_neck-1,,Huangascar,34_neck,kunka,kunka,k u n k a,,shimelman2017,550,,,,,4367
HuarazHuailas-34_neck-1,,HuarazHuailas,34_neck,kunka,kunka,k u ɲ k a,,parkerchavez1976,550,,,,,4367
Imbabura-34_neck-1,,Imbabura,34_neck,kunga,kunga,k u n g a,,gomez2009,550,,,,,4367
Inkawasi-34_neck-1,,Inkawasi,34_neck,kunga,kunga,k u n g a,,heggarty2005,550,,,,,4367
Jaqaru-34_neck-1,,Jaqaru,34_neck,kunka,kunka,k u n k a,,heggarty2005,366,,,,,308
Kawki-34_neck-1,,Kawki,34_neck,kunka,kunka,k u n k a,,heggarty2005,366,,,,,308
Lamas-34_neck-1,,Lamas,34_neck,kunka,kunka,k u n g a,,taylor2006,550,,,,,4367
Laraos-34_neck-1,,Laraos,34_neck,kunka,kunka,k u n k a,,heggarty2005,550,,,,,4367
Lincha-Tana-34_neck-1,,Lincha-Tana,34_neck,kunka,kunka,k u n k a,,shimelman2017,550,,,,,4367
Maragua-34_neck-1,,Maragua,34_neck,kunka,kunka,k u n k a,,heggarty2005,550,,,,,4367
Napo-34_neck-1,,Napo,34_neck,cunga,cunga,k u n g a,,orrwrisley1981,550,,,,,4367
Pacaraos-34_neck-1,,Pacaraos,34_neck,kunka,kunka,k u ŋ k a,,adelaar1982,550,,,,,4367
Pastaza-34_neck-1,,Pastaza,34_neck,cunga,cunga,k u n g a,,landerman1973,550,,,,,4367
Pocona-34_neck-1,,Pocona,34_neck,kunka,kunka,k u n k a,,heggarty2005,550,,,,,4367
Puki-34_neck-1,,Puki,34_neck,kunka,kunka,k u n k a,,heggarty2005,366,,,,,308
Puno-34_neck-1,,Puno,34_neck,kunka,kunka,k u n k a,,heggarty2005,550,,,,,4367
Putumayo-34_neck-1,,Putumayo,34_neck,cunga,cunga,k u n g a,,tandioy1978,550,,,,,4367
Raimondi-34_neck-1,,Raimondi,34_neck,kunka,kunka,k u ɲ k a,,parkerchavez1976,550,,,,,4367
SanPedro-34_neck-1,,SanPedro,34_neck,kunka,kunka,k u n k a,,shimelman2017,550,,,,,4367
Santiagueno-34_neck-1,,Santiagueno,34_neck,kunka,kunka,k u ŋ k a,,juanatey2021,550,,,,,4367
SantoTomas-34_neck-1,,SantoTomas,34_neck,conga,conga,k o n q a,,santotomas1951,550,,,,,4367
Serena-34_neck-1,,Serena,34_neck,kunga,kunga,k u n g a,,heggarty2005,550,,,,,4367
Sullkatiti-34_neck-1,,Sullkatiti,34_neck,kunka,kunka,k u n k a,,heggarty2005,366,,,,,308
Taquile-34_neck-1,,Taquile,34_neck,kunka,kunka,k u n k a,,heggarty2005,550,,,,,4367
Tarma-34_neck-1,,Tarma,34_neck,kun̊ka,kun̊ka,k u ŋ k a,,adelaar1977,550,,,,,4367
Troje-34_neck-1,,Troje,34_neck,kunga,kunga,k u n g a,,heggarty2005,550,,,,,4367
Wari-34_neck-1,,Wari,34_neck,kunka,kunka,k u ɲ k a,,parkerchavez1976,550,,,,,4367
Yanac-34_neck-1,,Yanac,34_neck,kunka,kunka,k u n k a,,heggarty2005,550,,,,,4367
Anonimo-35_back-1,,Anonimo,35_back,huaʃʃa,huaʃʃa,w a ʃ a,,valera1586,611,,,,,51
Apuri-35_back-1,,Apuri,35_back,washa,washa,w a ʃ a,,shimelman2017,611,,,,,51
Apurimac-35_back-1,,Apurimac,35_back,wasa,wasa,w a s a,,camacho2007,611,,,,,51
Atalla-35_back-1,,Atalla,35_back,wasa,wasa,w a s a,,heggarty2005,611,,,,,51
Ayacucho-35_back-1,,Ayacucho,35_back,wasa,wasa,w a s a,,soto1976,611,,,,,51
Bobonaza-35_back-1,,Bobonaza,35_back,huasha,huasha,w a ʃ a,,orrwrisley1981,611,,,,,51
Cacra-Hongos-35_back-1,,Cacra-Hongos,35_back,washa,washa,w a ʃ a,,shimelman2017,611,,,,,51
Chachapoyas-35_back-1,,Chachapoyas,35_back,washa,washa,w a ʃ a,,taylor2006,611,,,,,51
Chacpar-35_back-1,,Chacpar,35_back,waxta,waxta,w a x t a,,heggarty2005,783,,,,,72
Chetilla-35_back-1,,Chetilla,35_back,waxta,waxta,w a x t a,,heggarty2005,783,,,,,72
Chipaya-35_back-1,,Chipaya,35_back,taj(a),taj,t a j,,heggarty2005,627,,,,,52
Curva-35_back-1,,Curva,35_back,wasa,wasa,w a s a,,heggarty2005,611,,,,,51
Cuzco-35_back-1,,Cuzco,35_back,wasa,wasa,w a s a,,heggarty2005,611,,,,,51
CuzquenoAntiguo-35_back-1,,CuzquenoAntiguo,35_back,huassa,huassa,w a s a,,holguin1608,611,,,,,51
Huallaga-35_back-1,,Huallaga,35_back,waχta,waχta,w a χ t a,,heggarty2005,783,,,,,72
Huanca-35_back-1,,Huanca,35_back,waŝa,waŝa,w a ʂ a,,cerron1976,611,,,,,51
Huancane-35_back-1,,Huancane,35_back,hikhani,hikhani,h i kʰ a n i,,heggarty2005,602,,,,,50
Huangascar-35_back-1,,Huangascar,35_back,washa,washa,w a ʃ a,,shimelman2017,611,,,,,51
HuarazHuailas-35_back-1,,HuarazHuailas,35_back,waqta,waqta,w a q t a,,parkerchavez1976,783,,,,,72
Imbabura-35_back-1,,Imbabura,35_back,washa,washa,w a ʃ a,,gomez2009,611,,,,,51
Inkawasi-35_back-1,,Inkawasi,35_back,waχta,waχta,w a χ t a,,heggarty2005,783,,,,,72
Iruhito-35_back-1,,Iruhito,35_back,tó:ta,tó:ta,t o: t a,,cerron2016,635,,,,,53
Jaqaru-35_back-1,,Jaqaru,35_back,sa:ma,sa:ma,s a: m a,,heggarty2005,640,,,,,54
Kawki-35_back-1,,Kawki,35_back,sama,sama,s a m a,,heggarty2005,640,,,,,54
Lamas-35_back-1,,Lamas,35_back,washa,washa,w a ʃ a,,taylor2006,611,,,,,51
Laraos-35_back-1,,Laraos,35_back,waša,waša,w a ʃ a,,heggarty2005,611,,,,,51
Lincha-Tana-35_back-1,,Lincha-Tana,35_back,washa,washa,w a ʃ a,,shimelman2017,611,,,,,51
Maragua-35_back-1,,Maragua,35_back,wasa,wasa,w a s a,,heggarty2005,611,,,,,51
Napo-35_back-1,,Napo,35_back,huasha,huasha,w a ʃ a,,orrwrisley1981,611,,,,,51
Pacaraos-35_back-1,,Pacaraos,35_back,washa,washa,w a ʃ a,,adelaar1982,611,,,,,51
Pastaza-35_back-1,,Pastaza,35_back,washa,washa,w a ʃ a,,landerman1973,611,,,,,51
Pocona-35_back-1,,Pocona,35_back,wasa,wasa,w a s a,,heggarty2005,611,,,,,51
Puki-35_back-1,,Puki,35_back,hikhana,hikhana,h i kʰ a n a,,heggarty2005,602,,,,,50
Puno-35_back-1,,Puno,35_back,wasa,wasa,w a s a,,heggarty2005,611,,,,,51
Putumayo-35_back-1,,Putumayo,35_back,huasa,huasa,w a s a,,tandioy1978,611,,,,,51
Raimondi-35_back-1,,Raimondi,35_back,waqta,waqta,w a q t a,,parkerchavez1976,783,,,,,72
SanPedro-35_back-1,,SanPedro,35_back,washa,washa,w a ʃ a,,shimelman2017,611,,,,,51
Santiagueno-35_back-1,,Santiagueno,35_back,wasa,wasa,w a s a,,juanatey2021,611,,,,,51
SantoTomas-35_back-1,,SantoTomas,35_back,guacta,guacta,w a k t a,,santotomas1951,783,,,,,72
Serena-35_back-1,,Serena,35_back,waša,waša,w a ʃ a,,heggarty2005,611,,,,,51
Sullkatiti-35_back-1,,Sullkatiti,35_back,hikhani,hikhani,h i kʰ a n i,,heggarty2005,602,,,,,50
Taquile-35_back-1,,Taquile,35_back,wasa,wasa,w a s a,,heggarty2005,611,,,,,51
Tarma-35_back-1,,Tarma,35_back,waša,waša,w a ʃ a,,adelaar1977,611,,,,,51
Troje-35_back-1,,Troje,35_back,waša,waša,w a ʃ a,,heggarty2005,611,,,,,51
Tsimu-35_back-1,,Tsimu,35_back,thó:thá,thó:thá,tʰ oː tʰ a,,cerron2016,635,,,,,53
Wari-35_back-1,,Wari,35_back,waqta,waqta,w a q t a,,parkerchavez1976,783,,,,,72
Yanac-35_back-1,,Yanac,35_back,"waqta, waχta",waqta,w a q t a,,heggarty2005,783,,,,,72
Yanac-35_back-2,,Yanac,35_back,"waqta, waχta",waχta,w a χ t a,,heggarty2005,783,,,,,72
Anonimo-36_foot-1,,Anonimo,36_foot,chaqui,chaqui,tʃ a k i,,valera1586,760,,,,,70
Apuri-36_foot-1,,Apuri,36_foot,traki,traki,ʈ a k i,,shimelman2017,760,,,,,70
Apurimac-36_foot-1,,Apurimac,36_foot,chaki,chaki,tʃ a k i,,camacho2007,760,,,,,70
Arma-36_foot-1,,Arma,36_foot,chaki,chaki,tʃ a k i,,galvez2003,760,,,,,70
Atalla-36_foot-1,,Atalla,36_foot,čaki,čaki,tʃ a k i,,heggarty2005,760,,,,,70
Ayacucho-36_foot-1,,Ayacucho,36_foot,chaki,chaki,tʃ a k i,,soto1976,760,,,,,70
Bobonaza-36_foot-1,,Bobonaza,36_foot,chaqui,chaqui,tʃ a k i,,orrwrisley1981,760,,,,,70
Cacra-Hongos-36_foot-1,,Cacra-Hongos,36_foot,traki,traki,ʈ a k i,,shimelman2017,760,,,,,70
Chachapoyas-36_foot-1,,Chachapoyas,36_foot,ĉaki,ĉaki,ʈʂ a k i,,taylor2006,760,,,,,70
Chacpar-36_foot-1,,Chacpar,36_foot,čaki,čaki,tʃ a k i,,heggarty2005,760,,,,,70
Chetilla-36_foot-1,,Chetilla,36_foot,ĉaki,ĉaki,ʈʂ a k i,,heggarty2005,760,,,,,70
Chipaya-36_foot-1,,Chipaya,36_foot,qhocha,qhocha,qʰ o tʃ a,,heggarty2005,552,,,,,44
Curva-36_foot-1,,Curva,36_foot,čaki,čaki,tʃ a k i,,heggarty2005,760,,,,,70
Cuzco-36_foot-1,,Cuzco,36_foot,čaki,čaki,tʃ a k i,,heggarty2005,760,,,,,70
CuzquenoAntiguo-36_foot-1,,CuzquenoAntiguo,36_foot,chaqui,chaqui,tʃ a χ i,,holguin1608,760,,,,,70
Huallaga-36_foot-1,,Huallaga,36_foot,čaki,čaki,tʃ a k i,,heggarty2005,760,,,,,70
Huanca-36_foot-1,,Huanca,36_foot,traki,traki,ʈʂ a k i,,cerron2018,760,,,,,70
Huancane-36_foot-1,,Huancane,36_foot,"kayu, kayu pampa",kayu,k a j u,,heggarty2005,193,,,,,2106
Huancane-36_foot-2,,Huancane,36_foot,"kayu, kayu pampa",kayu pampa,k a j u + p a m p a,,heggarty2005,194,,,,,2106 2108
Huangascar-36_foot-1,,Huangascar,36_foot,traki,traki,ʈ a k i,,shimelman2017,760,,,,,70
HuarazHuailas-36_foot-1,,HuarazHuailas,36_foot,chaki,chaki,tʃ a k i,,parkerchavez1976,760,,,,,70
Imbabura-36_foot-1,,Imbabura,36_foot,chaki,chaki,tʃ a k i,,gomez2009,760,,,,,70
Inkawasi-36_foot-1,,Inkawasi,36_foot,ĉaki,ĉaki,ʈʂ a k i,,heggarty2005,760,,,,,70
Iruhito-36_foot-1,,Iruhito,36_foot,"kó:tsu:, qhḁ́tša",kó:tsu:,k o: t s u:,,cerron2016,552,,,,,44
Iruhito-36_foot-2,,Iruhito,36_foot,"kó:tsu:, qhḁ́tša",qhḁ́tša,qʰ a tʃ a,,cerron2016,552,,,,,44
Jaqaru-36_foot-1,,Jaqaru,36_foot,kayu,kayu,k a j u,,heggarty2005,193,,,,,2106
Kawki-36_foot-1,,Kawki,36_foot,kayu,kayu,k a j u,,heggarty2005,193,,,,,2106
Lamas-36_foot-1,,Lamas,36_foot,chaki,chaki,tʃ a k i,,taylor2006,760,,,,,70
Laraos-36_foot-1,,Laraos,36_foot,ĉaki,ĉaki,ʈʂ a k i,,heggarty2005,760,,,,,70
Lincha-Tana-36_foot-1,,Lincha-Tana,36_foot,traki,traki,ʈ a k i,,shimelman2017,760,,,,,70
Maragua-36_foot-1,,Maragua,36_foot,čaki,čaki,tʃ a k i,,heggarty2005,760,,,,,70
Napo-36_foot-1,,Napo,36_foot,chaqui,chaqui,tʃ a k i,,orrwrisley1981,760,,,,,70
Pacaraos-36_foot-1,,Pacaraos,36_foot,traki,traki,ʈʂ a k i,,adelaar1982,760,,,,,70
Pastaza-36_foot-1,,Pastaza,36_foot,chaqui,chaqui,tʃ a k i,,landerman1973,760,,,,,70
Pocona-36_foot-1,,Pocona,36_foot,čaki,čaki,tʃ a k i,,heggarty2005,760,,,,,70
Puki-36_foot-1,,Puki,36_foot,kayu,kayu,k a j u,,heggarty2005,193,,,,,2106
Puno-36_foot-1,,Puno,36_foot,čaki,čaki,tʃ a k i,,heggarty2005,760,,,,,70
Putumayo-36_foot-1,,Putumayo,36_foot,chaqui,chaqui,tʃ a x i,,tandioy1978,760,,,,,70
Raimondi-36_foot-1,,Raimondi,36_foot,chaki,chaki,tʃ a k i,,parkerchavez1976,760,,,,,70
SanPedro-36_foot-1,,SanPedro,36_foot,traki,traki,ʈ a k i,,shimelman2017,760,,,,,70
Santiagueno-36_foot-1,,Santiagueno,36_foot,chaki,chaki,tʃ a x i,,juanatey2021,760,,,,,70
SantoTomas-36_foot-1,,SantoTomas,36_foot,chacqui,chacqui,tʃ a k i,,santotomas1951,760,,,,,70
Serena-36_foot-1,,Serena,36_foot,čaki,čaki,tʃ a k i,,heggarty2005,760,,,,,70
Sullkatiti-36_foot-1,,Sullkatiti,36_foot,kayu,kayu,k a j u,,heggarty2005,193,,,,,2106
Taquile-36_foot-1,,Taquile,36_foot,čaki,čaki,tʃ a k i,,heggarty2005,760,,,,,70
Tarma-36_foot-1,,Tarma,36_foot,ĉagi,ĉagi,ʈʂ a g i,,adelaar1977,760,,,,,70
Troje-36_foot-1,,Troje,36_foot,čaki,čaki,tʃ a k i,,heggarty2005,760,,,,,70
Tsimu-36_foot-1,,Tsimu,36_foot,"kó:tyu, kó:tχu",kó:tyu,k oː t j u,,cerron2016,552,,,,,44
Tsimu-36_foot-2,,Tsimu,36_foot,"kó:tyu, kó:tχu",kó:tχu,k o: t χ u,,cerron2016,552,,,,,44
Wari-36_foot-1,,Wari,36_foot,chaki,chaki,tʃ a k i,,parkerchavez1976,760,,,,,70
Yanac-36_foot-1,,Yanac,36_foot,ĉaki,ĉaki,ʈʂ a k i,,heggarty2005,760,,,,,70
Anonimo-37_leg-1,,Anonimo,37_leg,chanca,chanca,tʃ a n k a,pierna de animal,valera1586,440,,,,,3533
Apuri-37_leg-1,,Apuri,37_leg,traki,traki,ʈ a k i,,shimelman2017,760,,,,,70
Apurimac-37_leg-1,,Apurimac,37_leg,chanka,chanka,tʃ a n k a,,camacho2007,440,,,,,3533
Arma-37_leg-1,,Arma,37_leg,chanka,chanka,tʃ a n k a,,galvez2003,440,,,,,3533
Atalla-37_leg-1,,Atalla,37_leg,perna,perna,p e r n a,,heggarty2005,441,,,,esp,3534
Ayacucho-37_leg-1,,Ayacucho,37_leg,chanka,chanka,tʃ a n k a,,soto1976,440,,,,,3533
Bobonaza-37_leg-1,,Bobonaza,37_leg,changa,changa,tʃ a n g a,,orrwrisley1981,440,,,,,3533
Cacra-Hongos-37_leg-1,,Cacra-Hongos,37_leg,traki,traki,ʈ a k i,,shimelman2017,760,,,,,70
Chachapoyas-37_leg-1,,Chachapoyas,37_leg,ĉanka,ĉanka,ʈʂ a n g a,,taylor2006,440,,,,,3533
Chacpar-37_leg-1,,Chacpar,37_leg,čanka,čanka,tʃ a n k a,,heggarty2005,440,,,,,3533
Chetilla-37_leg-1,,Chetilla,37_leg,ĉanga,ĉanga,ʈʂ a n g a,,heggarty2005,440,,,,,3533
Chipaya-37_leg-1,,Chipaya,37_leg,lis,lis,l i s,,heggarty2005,442,,,,,3535
Curva-37_leg-1,,Curva,37_leg,čaki,čaki,tʃ a k i,,heggarty2005,760,,,,,70
Cuzco-37_leg-1,,Cuzco,37_leg,čaka,čaka,tʃ a k a,,heggarty2005,760,,,,,70
CuzquenoAntiguo-37_leg-1,,CuzquenoAntiguo,37_leg,chanca,chanca,tʃ a n k a,pierna de animal,holguin1608,440,,,,,3533
Huallaga-37_leg-1,,Huallaga,37_leg,čanka,čanka,tʃ a n k a,,heggarty2005,440,,,,,3533
Huanca-37_leg-1,,Huanca,37_leg,tranka,tranka,ʈʂ a n k a,,cerron2018,440,,,,,3533
Huancane-37_leg-1,,Huancane,37_leg,kayu,kayu,k a j u,,heggarty2005,193,,,,,2106
Huangascar-37_leg-1,,Huangascar,37_leg,traki,traki,ʈ a k i,,shimelman2017,760,,,,,70
HuarazHuailas-37_leg-1,,HuarazHuailas,37_leg,chanka,chanka,tʃ a ɲ k a,,parkerchavez1976,440,,,,,3533
Imbabura-37_leg-1,,Imbabura,37_leg,changa,changa,tʃ a n g a,,gomez2009,440,,,,,3533
Inkawasi-37_leg-1,,Inkawasi,37_leg,ĉanga,ĉanga,ʈʂ a n g a,,heggarty2005,440,,,,,3533
Iruhito-37_leg-1,,Iruhito,37_leg,líshlá-tsaptsapts,líshlá-tsaptsapts,l i ʃ l a + ts a p + ts a p ts,,cerron2016,442,,,,,3535 0 0
Jaqaru-37_leg-1,,Jaqaru,37_leg,kayu,kayu,k a j u,,heggarty2005,193,,,,,2106
Kawki-37_leg-1,,Kawki,37_leg,kayu,kayu,k a j u,,heggarty2005,193,,,,,2106
Lamas-37_leg-1,,Lamas,37_leg,chanka,chanka,tʃ a n g a,,taylor2006,440,,,,,3533
Laraos-37_leg-1,,Laraos,37_leg,ĉanka,ĉanka,ʈʂ a n k a,,heggarty2005,440,,,,,3533
Lincha-Tana-37_leg-1,,Lincha-Tana,37_leg,traki,traki,ʈ a k i,,shimelman2017,760,,,,,70
Maragua-37_leg-1,,Maragua,37_leg,čaki,čaki,tʃ a k i,,heggarty2005,760,,,,,70
Napo-37_leg-1,,Napo,37_leg,changa,changa,tʃ a n g a,,orrwrisley1981,440,,,,,3533
Pacaraos-37_leg-1,,Pacaraos,37_leg,tranka,tranka,ʈʂ a ŋ k a,,adelaar1982,440,,,,,3533
Pastaza-37_leg-1,,Pastaza,37_leg,changa,changa,tʃ a n g a,,landerman1973,440,,,,,3533
Pocona-37_leg-1,,Pocona,37_leg,čaki,čaki,tʃ a k i,,heggarty2005,760,,,,,70
Puki-37_leg-1,,Puki,37_leg,čara,čara,tʃ a r a,,heggarty2005,754,,,,,69
Puno-37_leg-1,,Puno,37_leg,čaki,čaki,tʃ a k i,,heggarty2005,760,,,,,70
Putumayo-37_leg-1,,Putumayo,37_leg,changa,changa,tʃ a n g a,,tandioy1978,440,,,,,3533
Raimondi-37_leg-1,,Raimondi,37_leg,chanka,chanka,tʃ a ɲ k a,,parkerchavez1976,440,,,,,3533
SanPedro-37_leg-1,,SanPedro,37_leg,traki,traki,ʈ a k i,,shimelman2017,760,,,,,70
Santiagueno-37_leg-1,,Santiagueno,37_leg,chunka,chunka,tʃ u ŋ k a,,juanatey2021,440,,,,,3533
SantoTomas-37_leg-1,,SantoTomas,37_leg,chacqui,chacqui,tʃ a k i,,santotomas1951,760,,,,,70
Serena-37_leg-1,,Serena,37_leg,čanga,čanga,tʃ a n g a,,heggarty2005,440,,,,,3533
Sullkatiti-37_leg-1,,Sullkatiti,37_leg,čara,čara,tʃ a r a,,heggarty2005,754,,,,,69
Taquile-37_leg-1,,Taquile,37_leg,čaki,čaki,tʃ a k i,,heggarty2005,760,,,,,70
Tarma-37_leg-1,,Tarma,37_leg,ĉan̊ka,ĉan̊ka,ʈʂ a ŋ k a,,adelaar1977,440,,,,,3533
Troje-37_leg-1,,Troje,37_leg,čanga,čanga,tʃ a n g a,,heggarty2005,440,,,,,3533
Tsimu-37_leg-1,,Tsimu,37_leg,tsá:r̂a,tsá:r̂a,ts aː r a,,cerron2016,754,,,,,69
Wari-37_leg-1,,Wari,37_leg,chanka,chanka,tʃ a ɲ k a,,parkerchavez1976,440,,,,,3533
Yanac-37_leg-1,,Yanac,37_leg,ĉanka,ĉanka,ʈʂ a n k a,,heggarty2005,440,,,,,3533
Anonimo-38_knee-1,,Anonimo,38_knee,concor,concor,k ɔ n k ɔ r,,valera1586,398,,,,,3271
Apuri-38_knee-1,,Apuri,38_knee,qunqur,qunqur,q o n q o ɾ,,shimelman2017,398,,,,,3271
Apurimac-38_knee-1,,Apurimac,38_knee,moqo,moqo,m o q o,,camacho2007,399,,,,,3272
Arma-38_knee-1,,Arma,38_knee,muqu,muqu,m u χ u,,galvez2003,399,,,,,3272
Atalla-38_knee-1,,Atalla,38_knee,muχu,muχu,m u χ u,,heggarty2005,399,,,,,3272
Ayacucho-38_knee-1,,Ayacucho,38_knee,moqo,moqo,m o χ o,,soto1976,399,,,,,3272
Bobonaza-38_knee-1,,Bobonaza,38_knee,cunguri,cunguri,k u n g u r i,,orrwrisley1981,398,,,,,3271
Cacra-Hongos-38_knee-1,,Cacra-Hongos,38_knee,qunqur,qunqur,q o n q o l,,shimelman2017,398,,,,,3271
Chachapoyas-38_knee-1,,Chachapoyas,38_knee,kunkuri,kunkuri,k u n g u r i,,taylor2006,398,,,,,3271
Chacpar-38_knee-1,,Chacpar,38_knee,qunγu,qunγu,q u n ʁ u,,heggarty2005,398,,,,,3271
Chetilla-38_knee-1,,Chetilla,38_knee,qunguri,qunguri,q u n g u r i,,heggarty2005,398,,,,,3271
Chipaya-38_knee-1,,Chipaya,38_knee,owa,owa,o w a,,heggarty2005,400,,,,,3273
Curva-38_knee-1,,Curva,38_knee,qunqur,qunqur,q u n q u r,,heggarty2005,398,,,,,3271
Cuzco-38_knee-1,,Cuzco,38_knee,muqu,muqu,m u q u,,heggarty2005,399,,,,,3272
CuzquenoAntiguo-38_knee-1,,CuzquenoAntiguo,38_knee,"concor, musu",concor,k u n k u r,,holguin1608,398,,,,,3271
CuzquenoAntiguo-38_knee-2,,CuzquenoAntiguo,38_knee,"concor, musu",musu,m u s u,,holguin1608,399,,,,,3272
Huallaga-38_knee-1,,Huallaga,38_knee,qunqur,qunqur,q u n q u r,,heggarty2005,398,,,,,3271
Huanca-38_knee-1,,Huanca,38_knee,qunqul,qunqul,ʔ u n ʔ u l,,cerron1976,398,,,,,3271
Jauja-38_knee-1,,Jauja,38_knee,qunqul,qunqul,ʔ u n ʔ u l,,cerron1976,398,,,,,3271
Huancane-38_knee-1,,Huancane,38_knee,qunquri,qunquri,q u n q u r i,,heggarty2005,367,,,,,309
Huangascar-38_knee-1,,Huangascar,38_knee,qunqur,qunqur,q o n q o ɾ,,shimelman2017,398,,,,,3271
HuarazHuailas-38_knee-1,,HuarazHuailas,38_knee,qonqor,qonqor,q o ɲ q o ɾ,,parkerchavez1976,398,,,,,3271
Imbabura-38_knee-1,,Imbabura,38_knee,kunguri,kunguri,k u n g u ɾ i,,gomez2009,398,,,,,3271
Inkawasi-38_knee-1,,Inkawasi,38_knee,qunġuri,qunġuri,q u n ɢ u r i,,heggarty2005,398,,,,,3271
Jaqaru-38_knee-1,,Jaqaru,38_knee,qunquru,qunquru,q u n q u r u,,heggarty2005,367,,,,,309
Kawki-38_knee-1,,Kawki,38_knee,qunquru,qunquru,q u n q u r u,,heggarty2005,367,,,,,309
Lamas-38_knee-1,,Lamas,38_knee,kunkuri,kunkuri,k u n g u r i,,taylor2006,398,,,,,3271
Laraos-38_knee-1,,Laraos,38_knee,qunqur,qunqur,q u n q u r,,heggarty2005,398,,,,,3271
Lincha-Tana-38_knee-1,,Lincha-Tana,38_knee,qunqur,qunqur,q o n q o ɾ,,shimelman2017,398,,,,,3271
Maragua-38_knee-1,,Maragua,38_knee,muqu,muqu,m u q u,,heggarty2005,399,,,,,3272
Napo-38_knee-1,,Napo,38_knee,cunguri,cunguri,k u n g u r i,,orrwrisley1981,398,,,,,3271
Pacaraos-38_knee-1,,Pacaraos,38_knee,qunqur,qunqur,χ o ɴ χ u ɾ,,adelaar1982,398,,,,,3271
Pastaza-38_knee-1,,Pastaza,38_knee,cunguri,cunguri,k u n g u r i,,landerman1973,398,,,,,3271
Pocona-38_knee-1,,Pocona,38_knee,čaki muγu,čaki muγu,tʃ a k i + m u ʁ u,,heggarty2005,761,,,,,70 3272
Puki-38_knee-1,,Puki,38_knee,qunquri,qunquri,q u n q u r i,,heggarty2005,367,,,,,309
Puno-38_knee-1,,Puno,38_knee,qunquri,qunquri,q u n q u r i,,heggarty2005,398,,,,,3271
Putumayo-38_knee-1,,Putumayo,38_knee,cungur,cungur,k u n g u r,,tandioy1978,398,,,,,3271
Raimondi-38_knee-1,,Raimondi,38_knee,qonqor,qonqor,q o ɲ q o ɾ,,parkerchavez1976,398,,,,,3271
SanPedro-38_knee-1,,SanPedro,38_knee,qunqur,qunqur,q o n q o ɾ,,shimelman2017,398,,,,,3271
Santiagueno-38_knee-1,,Santiagueno,38_knee,qonqori,qonqori,q o ŋ q o ɾ i,,juanatey2021,398,,,,,3271
SantoTomas-38_knee-1,,SantoTomas,38_knee,congori,congori,k o n q o r i,,santotomas1951,398,,,,,3271
Serena-38_knee-1,,Serena,38_knee,"kunguri, muku",muku,m u k u,,heggarty2005,399,,,,,3272
Sullkatiti-38_knee-1,,Sullkatiti,38_knee,qunquri,qunquri,q u n q u r i,,heggarty2005,367,,,,,309
Taquile-38_knee-1,,Taquile,38_knee,qunqur,qunqur,q u n q u r,,heggarty2005,398,,,,,3271
Tarma-38_knee-1,,Tarma,38_knee,xun̊xur,xun̊xur,χ o ɴ χ u ʐ,,adelaar1977,398,,,,,3271
Troje-38_knee-1,,Troje,38_knee,sampi,sampi,s a m p i,,heggarty2005,401,,,,,3276
Wari-38_knee-1,,Wari,38_knee,qonqor,qonqor,q o ɲ q o ɾ,,parkerchavez1976,398,,,,,3271
Yanac-38_knee-1,,Yanac,38_knee,qunquri,qunquri,q u n q u r i,,heggarty2005,398,,,,,3271
Anonimo-39_blood-1,,Anonimo,39_blood,yahuar,yahuar,j a w a r,,valera1586,533,,,,,417
Apuri-39_blood-1,,Apuri,39_blood,yawar,yawar,j a w a ɾ,,shimelman2017,533,,,,,417
